id,domain,field,difficulty,agent,avg_similarity,equivalent,completion,duration_seconds,input_tokens,output_tokens
a-4-4,Bioinformatics,Epigenomics,medium,toolsgenie,0.08,false,true,135.837723,58918.0,7522.0
a-4-5,Bioinformatics,Epigenomics,low,biomni,0.9915569440574975,true,true,72.868438,43871.0,2808.0
a-4-5,Bioinformatics,Epigenomics,low,stella,0.9915569440574975,true,true,56.241768,138200.0,7384.0
a-4-5,Bioinformatics,Epigenomics,low,toolsgenie,0.9999999999999998,true,true,55.250034,24292.0,2718.0
a-4-6,Bioinformatics,Epigenomics,high,biomni,0.0,false,true,142.949584,175061.0,8531.0
a-4-6,Bioinformatics,Epigenomics,high,stella,0.517288567406359,true,true,290.050807,2088264.0,30566.0
a-4-6,Bioinformatics,Epigenomics,high,toolsgenie,0.0,false,true,162.834595,84728.0,9199.0
a-4-7,Bioinformatics,Epigenomics,medium,biomni,0.0,false,true,63.856657,53020.0,3251.0
a-4-7,Bioinformatics,Epigenomics,medium,stella,0.0,false,true,54.448813,140203.0,8310.0
a-4-7,Bioinformatics,Epigenomics,medium,toolsgenie,0.0,false,true,125.697292,45022.0,5115.0
a-4-8,Bioinformatics,Epigenomics,high,biomni,0.58,true,true,123.140358,103612.0,7144.0
a-4-8,Bioinformatics,Epigenomics,high,stella,0.58,true,true,104.278978,333455.0,20632.0
a-4-8,Bioinformatics,Epigenomics,high,toolsgenie,0.42,false,true,255.194767,75479.0,11982.0
a-4-9,Bioinformatics,Epigenomics,medium,biomni,0.9999990130986229,true,true,74.059382,57554.0,4105.0
a-4-9,Bioinformatics,Epigenomics,medium,stella,0.0,false,false,56.847438,44820.0,5323.0
a-4-9,Bioinformatics,Epigenomics,medium,toolsgenie,0.9999990130986229,true,true,306.253963,79114.0,7940.0
a-5-1,Bioinformatics,Single-Cell & Spatial Omics,medium,biomni,1.0,true,true,127.339734,117039.0,6079.0
a-5-1,Bioinformatics,Single-Cell & Spatial Omics,medium,stella,1.0,true,true,2882.980948,2219205.0,118991.0
a-5-1,Bioinformatics,Single-Cell & Spatial Omics,medium,toolsgenie,1.0,true,true,142.986702,61050.0,6747.0
a-5-10,Bioinformatics,Single-Cell & Spatial Omics,high,biomni,0.926623439846472,true,true,186.349889,159587.0,8141.0
a-5-10,Bioinformatics,Single-Cell & Spatial Omics,high,stella,0.9521913040681089,true,true,220.026769,806208.0,36707.0
a-5-10,Bioinformatics,Single-Cell & Spatial Omics,high,toolsgenie,0.9149673944051491,true,true,242.858725,54527.0,9285.0
a-5-2,Bioinformatics,Single-Cell & Spatial Omics,medium,biomni,0.72,true,true,400.54124,910713.0,20053.0
a-5-2,Bioinformatics,Single-Cell & Spatial Omics,medium,stella,0.42,false,true,3174.499459,3307397.0,37211.0
a-5-2,Bioinformatics,Single-Cell & Spatial Omics,medium,toolsgenie,0.76,true,true,254.59867,52783.0,5856.0
a-5-3,Bioinformatics,Single-Cell & Spatial Omics,high,biomni,0.58,true,true,207.195175,212952.0,8581.0
a-5-3,Bioinformatics,Single-Cell & Spatial Omics,high,stella,0.26,false,true,130.111312,184550.0,10114.0
a-5-3,Bioinformatics,Single-Cell & Spatial Omics,high,toolsgenie,0.58,true,true,702.680743,189271.0,18749.0
a-5-4,Bioinformatics,Single-Cell & Spatial Omics,medium,biomni,0.0,false,false,3600.083322,,
a-5-4,Bioinformatics,Single-Cell & Spatial Omics,medium,stella,0.9472469225515222,true,true,446.988893,935332.0,25111.0
a-5-4,Bioinformatics,Single-Cell & Spatial Omics,medium,toolsgenie,0.07615767157760821,false,true,513.580158,73024.0,12160.0
a-5-5,Bioinformatics,Single-Cell & Spatial Omics,medium,biomni,0.742306009981831,true,true,90.46488,110884.0,3503.0
a-5-5,Bioinformatics,Single-Cell & Spatial Omics,medium,stella,0.6488429001320463,true,true,153.525281,13069927.0,22734.0
a-5-5,Bioinformatics,Single-Cell & Spatial Omics,medium,toolsgenie,0.1826355611601513,false,true,182.948081,57772.0,6138.0
a-5-6,Bioinformatics,Single-Cell & Spatial Omics,medium,biomni,0.6204726186513766,true,true,177.755843,200487.0,5899.0
a-5-6,Bioinformatics,Single-Cell & Spatial Omics,medium,stella,0.6539508696639444,true,true,315.876695,399361.0,31744.0
a-5-6,Bioinformatics,Single-Cell & Spatial Omics,medium,toolsgenie,0.5846242954191818,true,true,663.23004,169458.0,18556.0
a-5-7,Bioinformatics,Single-Cell & Spatial Omics,medium,biomni,0.6717051470118917,true,true,275.98642,491251.0,11136.0
a-5-7,Bioinformatics,Single-Cell & Spatial Omics,medium,stella,1.0,true,true,3270.392933,13390493.0,24745.0
a-5-7,Bioinformatics,Single-Cell & Spatial Omics,medium,toolsgenie,0.7642977396044842,true,true,131.622814,40300.0,4631.0
a-5-8,Bioinformatics,Single-Cell & Spatial Omics,medium,biomni,0.88,true,true,198.759297,216785.0,6851.0
a-5-8,Bioinformatics,Single-Cell & Spatial Omics,medium,stella,0.0,false,false,3600.208299,,
a-5-8,Bioinformatics,Single-Cell & Spatial Omics,medium,toolsgenie,0.87,true,true,381.214172,122899.0,13318.0
a-5-9,Bioinformatics,Single-Cell & Spatial Omics,medium,biomni,0.6151463147247578,true,true,388.361078,934543.0,13351.0
a-5-9,Bioinformatics,Single-Cell & Spatial Omics,medium,stella,0.0,false,false,2928.516656,926702.0,41338.0
a-5-9,Bioinformatics,Single-Cell & Spatial Omics,medium,toolsgenie,0.5652911695985963,true,true,262.679478,87078.0,8831.0
a-6-1,Bioinformatics,Metagenomics,medium,biomni,0.7693156732891833,true,true,89.474541,103446.0,4241.0
a-6-1,Bioinformatics,Metagenomics,medium,stella,1.0,true,true,63.054311,171275.0,7725.0
a-6-1,Bioinformatics,Metagenomics,medium,toolsgenie,0.9994481236203091,true,true,326.523636,170468.0,21427.0
a-6-10,Bioinformatics,Metagenomics,medium,biomni,0.05942191451057668,false,true,113.068096,127548.0,5150.0
a-6-10,Bioinformatics,Metagenomics,medium,stella,1.0,true,true,107.693869,980965.0,27000.0
a-6-10,Bioinformatics,Metagenomics,medium,toolsgenie,1.0,true,true,60.869896,29003.0,3288.0
a-6-2,Bioinformatics,Metagenomics,medium,biomni,0.1046146953405018,false,true,165.119308,250282.0,9507.0
a-6-2,Bioinformatics,Metagenomics,medium,stella,0.5,true,true,1435.972953,895251.0,40864.0
a-6-2,Bioinformatics,Metagenomics,medium,toolsgenie,0.0,false,true,355.612718,123278.0,15345.0
a-6-3,Bioinformatics,Metagenomics,low,biomni,1.0,true,true,82.067239,77460.0,3944.0
a-6-3,Bioinformatics,Metagenomics,low,stella,0.0,false,true,67.291638,165783.0,9667.0
a-6-3,Bioinformatics,Metagenomics,low,toolsgenie,1.0,true,true,96.531664,45470.0,6855.0
a-6-4,Bioinformatics,Metagenomics,medium,biomni,0.2033117299882392,false,true,125.27911,88746.0,7156.0
a-6-4,Bioinformatics,Metagenomics,medium,stella,0.2421494868355588,false,true,283.795429,1015968.0,58418.0
a-6-4,Bioinformatics,Metagenomics,medium,toolsgenie,0.2796116361720735,false,true,163.830956,86101.0,9706.0
a-6-5,Bioinformatics,Metagenomics,medium,biomni,0.5025916742900334,true,true,98.48242,65379.0,4577.0
a-6-5,Bioinformatics,Metagenomics,medium,stella,0.5438041262649932,true,true,155.575865,469538.0,27093.0
a-6-5,Bioinformatics,Metagenomics,medium,toolsgenie,0.4472547941789131,false,true,149.405483,44448.0,5695.0
a-6-6,Bioinformatics,Metagenomics,medium,biomni,0.9999999999999997,true,true,84.074996,44544.0,3761.0
a-6-6,Bioinformatics,Metagenomics,medium,stella,0.9999999999999997,true,true,54.316023,46841.0,5289.0
a-6-6,Bioinformatics,Metagenomics,medium,toolsgenie,0.9999999999999997,true,true,89.159764,38015.0,4604.0
a-6-7,Bioinformatics,Metagenomics,medium,biomni,0.9999815266385872,true,true,117.865918,96051.0,5355.0
a-6-7,Bioinformatics,Metagenomics,medium,stella,0.9999815266385872,true,true,76.124251,581185.0,17428.0
a-6-7,Bioinformatics,Metagenomics,medium,toolsgenie,0.9999815266385872,true,true,438.954394,148066.0,33548.0
a-6-8,Bioinformatics,Metagenomics,low,biomni,1.0,true,true,113.463224,174686.0,5495.0
a-6-8,Bioinformatics,Metagenomics,low,stella,1.0,true,true,62.907463,260944.0,9987.0
a-6-8,Bioinformatics,Metagenomics,low,toolsgenie,1.0,true,true,87.930231,57543.0,4209.0
a-6-9,Bioinformatics,Metagenomics,medium,biomni,0.265171058550273,false,true,178.752962,406810.0,9538.0
a-6-9,Bioinformatics,Metagenomics,medium,stella,0.5995583799141672,true,true,1945.423171,22873299.0,44346.0
a-6-9,Bioinformatics,Metagenomics,medium,toolsgenie,0.0,false,false,3600.144643,,
a-7-1,Bioinformatics,Proteomics,low,biomni,0.0,false,true,430.573338,169300.0,3967.0
a-7-1,Bioinformatics,Proteomics,low,stella,0.0,false,true,600.330494,306073.0,16786.0
a-7-1,Bioinformatics,Proteomics,low,toolsgenie,0.7497135269365468,true,true,117.684181,57710.0,6194.0
a-7-10,Bioinformatics,Proteomics,medium,biomni,0.8861190567089076,true,true,88.449959,54276.0,5020.0
a-7-10,Bioinformatics,Proteomics,medium,stella,0.8261190574415247,true,true,65.892773,66086.0,8903.0
a-7-10,Bioinformatics,Proteomics,medium,toolsgenie,0.8961190580637727,true,true,75.232946,26825.0,3936.0
a-7-3,Bioinformatics,Proteomics,low,biomni,0.9993177921851006,true,true,60.636262,37800.0,2137.0
a-7-3,Bioinformatics,Proteomics,low,stella,0.9999994233482822,true,true,93.34114,216708.0,12881.0
a-7-3,Bioinformatics,Proteomics,low,toolsgenie,0.999999994233483,true,true,30.032606,9405.0,1168.0
a-7-4,Bioinformatics,Proteomics,medium,biomni,0.9995906328357872,true,true,51.442804,32392.0,2597.0
a-7-4,Bioinformatics,Proteomics,medium,stella,0.9995906328357872,true,true,68.052765,191199.0,10005.0
a-7-4,Bioinformatics,Proteomics,medium,toolsgenie,0.9995906328357872,true,true,65.466622,32774.0,3164.0
a-7-5,Bioinformatics,Proteomics,medium,biomni,0.94,true,true,64.256178,36680.0,2986.0
a-7-5,Bioinformatics,Proteomics,medium,stella,0.94,true,true,75.05557,378871.0,11702.0
a-7-5,Bioinformatics,Proteomics,medium,toolsgenie,0.94,true,true,120.306375,39000.0,6229.0
a-7-6,Bioinformatics,Proteomics,low,biomni,0.5621096791450484,true,true,186.511275,168406.0,9211.0
a-7-6,Bioinformatics,Proteomics,low,stella,1.0,true,true,258.650062,4032457.0,54865.0
a-7-6,Bioinformatics,Proteomics,low,toolsgenie,1.0,true,true,430.968822,155580.0,18529.0
a-7-7,Bioinformatics,Proteomics,high,biomni,0.0,false,true,241.183751,212177.0,9785.0
a-7-7,Bioinformatics,Proteomics,high,stella,0.0,false,true,137.698253,1593779.0,41103.0
a-7-7,Bioinformatics,Proteomics,high,toolsgenie,0.0,false,true,425.907121,140527.0,31174.0
a-7-8,Bioinformatics,Proteomics,high,biomni,0.0,false,true,347.200312,482942.0,10522.0
a-7-8,Bioinformatics,Proteomics,high,stella,0.0,false,false,3600.173529,,
a-7-8,Bioinformatics,Proteomics,high,toolsgenie,0.0,false,true,2643.564601,199885.0,28564.0
a-7-9,Bioinformatics,Proteomics,high,biomni,0.773333333331959,true,true,102.473131,52946.0,5472.0
a-7-9,Bioinformatics,Proteomics,high,stella,0.3800000000000001,false,true,85.856681,251485.0,15955.0
a-7-9,Bioinformatics,Proteomics,high,toolsgenie,0.4333333333333333,false,true,199.967536,93614.0,10568.0
a-8-1,Bioinformatics,Metabolomics,medium,biomni,0.6666666666666666,true,true,68.652212,47438.0,3360.0
a-8-1,Bioinformatics,Metabolomics,medium,stella,0.8333317516064679,true,true,154.51002,3647230.0,147093.0
a-8-1,Bioinformatics,Metabolomics,medium,toolsgenie,1.0,true,true,55.107445,25292.0,2979.0
a-8-2,Bioinformatics,Metabolomics,medium,biomni,0.2527732473741198,false,true,212.116978,133378.0,6157.0
a-8-2,Bioinformatics,Metabolomics,medium,stella,0.3310575998056235,false,true,366.298959,5714406.0,266188.0
a-8-2,Bioinformatics,Metabolomics,medium,toolsgenie,0.223361690645925,false,true,183.741998,71943.0,10557.0
a-8-3,Bioinformatics,Metabolomics,medium,biomni,0.68,true,true,87.675197,57181.0,3878.0
a-8-3,Bioinformatics,Metabolomics,medium,stella,0.72,true,true,78.05303,286634.0,12757.0
a-8-3,Bioinformatics,Metabolomics,medium,toolsgenie,0.8,true,true,136.989078,43141.0,6090.0
a-8-4,Bioinformatics,Metabolomics,low,biomni,1.0,true,true,70.663568,45129.0,3263.0
a-8-4,Bioinformatics,Metabolomics,low,stella,1.0,true,true,50.43638,55145.0,4805.0
a-8-4,Bioinformatics,Metabolomics,low,toolsgenie,1.0,true,true,67.652903,38673.0,3575.0
a-8-5,Bioinformatics,Metabolomics,medium,biomni,0.5013827644379546,true,true,74.047358,52042.0,3294.0
a-8-5,Bioinformatics,Metabolomics,medium,stella,0.0,false,false,66.444901,161633.0,12437.0
a-8-5,Bioinformatics,Metabolomics,medium,toolsgenie,0.4992928452255416,false,true,152.524037,90546.0,9132.0
a-9-1,Bioinformatics,Immunoinformatics,high,biomni,0.5627324547914058,true,true,375.304807,463845.0,8052.0
a-9-1,Bioinformatics,Immunoinformatics,high,stella,0.4936540615192284,false,true,356.647909,1093843.0,38911.0
a-9-1,Bioinformatics,Immunoinformatics,high,toolsgenie,0.0,false,false,3600.116017,,
a-9-2,Bioinformatics,Immunoinformatics,medium,biomni,0.06,false,true,91.653745,82823.0,4672.0
a-9-2,Bioinformatics,Immunoinformatics,medium,stella,0.4836196198909671,false,true,268.228025,7433233.0,34490.0
a-9-2,Bioinformatics,Immunoinformatics,medium,toolsgenie,0.0,false,false,306.47544,136579.0,22704.0
a-9-3,Bioinformatics,Immunoinformatics,medium,biomni,0.0,false,true,142.721978,150115.0,6720.0
a-9-3,Bioinformatics,Immunoinformatics,medium,stella,0.1666666666666667,false,true,328.036535,4250952.0,52963.0
a-9-3,Bioinformatics,Immunoinformatics,medium,toolsgenie,0.1666666666666667,false,true,559.265864,142435.0,14675.0
a-9-4,Bioinformatics,Immunoinformatics,medium,biomni,0.0,false,true,2517.477368,222778.0,8593.0
a-9-4,Bioinformatics,Immunoinformatics,medium,stella,9.196034312561274e-05,false,true,299.026619,8431850.0,146549.0
a-9-4,Bioinformatics,Immunoinformatics,medium,toolsgenie,0.6850173773390404,true,true,231.555274,62757.0,6604.0
a-9-5,Bioinformatics,Immunoinformatics,medium,biomni,0.0,false,true,82.262013,69056.0,3905.0
a-9-5,Bioinformatics,Immunoinformatics,medium,stella,0.0,false,true,65.245825,190637.0,12196.0
a-9-5,Bioinformatics,Immunoinformatics,medium,toolsgenie,0.0,false,true,76.509547,35471.0,4259.0
a-9-6,Bioinformatics,Immunoinformatics,medium,biomni,0.84,true,true,79.772929,122302.0,3424.0
a-9-6,Bioinformatics,Immunoinformatics,medium,stella,0.72,true,true,58.244494,87385.0,7500.0
a-9-6,Bioinformatics,Immunoinformatics,medium,toolsgenie,0.22,false,true,70.055439,31689.0,3386.0
a-9-7,Bioinformatics,Immunoinformatics,medium,biomni,1.0,true,true,64.167624,82690.0,2690.0
a-9-7,Bioinformatics,Immunoinformatics,medium,stella,1.0,true,true,66.449507,223348.0,13894.0
a-9-7,Bioinformatics,Immunoinformatics,medium,toolsgenie,1.0,true,true,96.077249,61428.0,6019.0
a-9-9,Bioinformatics,Immunoinformatics,medium,biomni,0.5363604157363615,true,true,145.603223,94980.0,7665.0
a-9-9,Bioinformatics,Immunoinformatics,medium,stella,0.995141389061836,true,true,62.249706,156390.0,10737.0
a-9-9,Bioinformatics,Immunoinformatics,medium,toolsgenie,0.536377096592104,true,true,74.464461,33389.0,4687.0
b-1-1,Biostatistics & Data Science,Descriptive Statistics,low,biomni,0.9991256679376508,true,true,46.23572,35194.0,1886.0
b-1-1,Biostatistics & Data Science,Descriptive Statistics,low,stella,0.9999979605597387,true,true,55.645197,103338.0,6746.0
b-1-1,Biostatistics & Data Science,Descriptive Statistics,low,toolsgenie,0.9999979605597387,true,true,51.848236,25983.0,2392.0
b-1-2,Biostatistics & Data Science,Descriptive Statistics,low,biomni,0.9936023265283035,true,true,62.084711,41066.0,2377.0
b-1-2,Biostatistics & Data Science,Descriptive Statistics,low,stella,0.9957476365537685,true,true,54.843212,110492.0,6813.0
b-1-2,Biostatistics & Data Science,Descriptive Statistics,low,toolsgenie,0.9683993685731788,true,true,75.463409,29963.0,3584.0
b-1-3,Biostatistics & Data Science,Descriptive Statistics,low,biomni,0.9999999703213308,true,true,58.899472,39127.0,2313.0
b-1-3,Biostatistics & Data Science,Descriptive Statistics,low,stella,0.9999999703213308,true,true,75.059573,110880.0,10617.0
b-1-3,Biostatistics & Data Science,Descriptive Statistics,low,toolsgenie,0.5014410395934031,true,true,52.666269,25554.0,2628.0
b-1-4,Biostatistics & Data Science,Descriptive Statistics,medium,biomni,0.9999998209631002,true,true,62.05365,46771.0,2479.0
b-1-4,Biostatistics & Data Science,Descriptive Statistics,medium,stella,0.9999998209631002,true,true,61.047963,98755.0,6774.0
b-1-4,Biostatistics & Data Science,Descriptive Statistics,medium,toolsgenie,0.9999998209631004,true,true,74.269515,32162.0,3859.0
b-1-5,Biostatistics & Data Science,Descriptive Statistics,low,biomni,0.9999487012041328,true,true,52.841396,37014.0,2224.0
b-1-5,Biostatistics & Data Science,Descriptive Statistics,low,stella,0.9999487012041328,true,true,53.442453,47090.0,4224.0
b-1-5,Biostatistics & Data Science,Descriptive Statistics,low,toolsgenie,0.983280427587319,true,true,68.864133,27443.0,3071.0
b-10-1,Biostatistics & Data Science,Model Evaluation,medium,biomni,0.75,true,true,69.556882,42906.0,2886.0
b-10-1,Biostatistics & Data Science,Model Evaluation,medium,stella,0.75,true,true,65.458866,179942.0,11671.0
b-10-1,Biostatistics & Data Science,Model Evaluation,medium,toolsgenie,0.75,true,true,103.725103,48771.0,5856.0
b-10-10,Biostatistics & Data Science,Model Evaluation,medium,biomni,0.75,true,true,72.686492,41730.0,3095.0
b-10-10,Biostatistics & Data Science,Model Evaluation,medium,stella,0.0,false,true,46.443387,92583.0,5973.0
b-10-10,Biostatistics & Data Science,Model Evaluation,medium,toolsgenie,0.0,false,true,74.075615,45184.0,3978.0
b-10-2,Biostatistics & Data Science,Model Evaluation,medium,biomni,1.0,true,true,65.84827,43487.0,2462.0
b-10-2,Biostatistics & Data Science,Model Evaluation,medium,stella,1.0,true,true,58.644907,144707.0,7876.0
b-10-2,Biostatistics & Data Science,Model Evaluation,medium,toolsgenie,1.0,true,true,79.068454,40999.0,4209.0
b-10-3,Biostatistics & Data Science,Model Evaluation,low,biomni,0.9583333333333334,true,true,58.253462,36105.0,2661.0
b-10-3,Biostatistics & Data Science,Model Evaluation,low,stella,1.0,true,true,76.352871,206599.0,12070.0
b-10-3,Biostatistics & Data Science,Model Evaluation,low,toolsgenie,0.9583333333333334,true,true,51.235082,24512.0,2618.0
b-10-4,Biostatistics & Data Science,Model Evaluation,high,biomni,0.8502964087432497,true,true,150.302594,74209.0,4821.0
b-10-4,Biostatistics & Data Science,Model Evaluation,high,stella,0.5263932022500211,true,true,222.604656,517307.0,31809.0
b-10-4,Biostatistics & Data Science,Model Evaluation,high,toolsgenie,0.8502964087432497,true,true,305.057303,92055.0,8292.0
b-10-5,Biostatistics & Data Science,Model Evaluation,high,biomni,0.9116116523516815,true,true,81.7765,56096.0,3372.0
b-10-5,Biostatistics & Data Science,Model Evaluation,high,stella,0.9116116523516815,true,true,81.487889,259243.0,20296.0
b-10-5,Biostatistics & Data Science,Model Evaluation,high,toolsgenie,0.9116116523516815,true,true,88.073904,38117.0,4703.0
b-10-6,Biostatistics & Data Science,Model Evaluation,medium,biomni,0.8232233047033631,true,true,83.251829,50089.0,4213.0
b-10-6,Biostatistics & Data Science,Model Evaluation,medium,stella,0.6339445247412127,true,true,72.302474,145972.0,11691.0
b-10-6,Biostatistics & Data Science,Model Evaluation,medium,toolsgenie,0.8232233047033631,true,true,109.477989,58659.0,6534.0
b-10-7,Biostatistics & Data Science,Model Evaluation,medium,biomni,0.5732233047033631,true,true,66.986229,57781.0,2766.0
b-10-7,Biostatistics & Data Science,Model Evaluation,medium,stella,0.8232233047033631,true,true,58.6606,145010.0,7712.0
b-10-7,Biostatistics & Data Science,Model Evaluation,medium,toolsgenie,0.5732233047033631,true,true,116.576095,49274.0,6512.0
b-10-8,Biostatistics & Data Science,Model Evaluation,low,biomni,0.999866684442074,true,true,53.778363,33643.0,2167.0
b-10-8,Biostatistics & Data Science,Model Evaluation,low,stella,0.0,false,true,61.45424,123309.0,7842.0
b-10-8,Biostatistics & Data Science,Model Evaluation,low,toolsgenie,0.999866684442074,true,true,42.039264,20490.0,2198.0
b-10-9,Biostatistics & Data Science,Model Evaluation,medium,biomni,0.5,true,true,90.952396,48982.0,3543.0
b-10-9,Biostatistics & Data Science,Model Evaluation,medium,stella,0.75,true,true,187.147267,558744.0,36627.0
b-10-9,Biostatistics & Data Science,Model Evaluation,medium,toolsgenie,0.0,false,true,119.953401,53344.0,6164.0
b-11-1,Biostatistics & Data Science,Bayesian Statistics,medium,biomni,0.99,true,true,62.343785,35347.0,2696.0
b-11-1,Biostatistics & Data Science,Bayesian Statistics,medium,stella,0.96,true,true,51.241017,103070.0,7278.0
b-11-1,Biostatistics & Data Science,Bayesian Statistics,medium,toolsgenie,0.99,true,true,33.708078,11073.0,1698.0
b-11-2,Biostatistics & Data Science,Bayesian Statistics,medium,biomni,0.99,true,true,72.895949,73593.0,3721.0
b-11-2,Biostatistics & Data Science,Bayesian Statistics,medium,stella,0.0,false,false,66.493071,87618.0,7002.0
b-11-2,Biostatistics & Data Science,Bayesian Statistics,medium,toolsgenie,0.985,true,true,60.64422,24097.0,3221.0
b-11-3,Biostatistics & Data Science,Bayesian Statistics,medium,biomni,0.9633325831716169,true,true,77.745846,50855.0,3240.0
b-11-3,Biostatistics & Data Science,Bayesian Statistics,medium,stella,0.5415770505941846,true,true,59.452611,46929.0,4902.0
b-11-3,Biostatistics & Data Science,Bayesian Statistics,medium,toolsgenie,0.8333325831716168,true,true,60.301659,26290.0,3363.0
b-11-4,Biostatistics & Data Science,Bayesian Statistics,high,biomni,0.9276796290783833,true,true,150.96263,138849.0,8398.0
b-11-4,Biostatistics & Data Science,Bayesian Statistics,high,stella,0.7958758547680685,true,true,93.681039,235970.0,22673.0
b-11-4,Biostatistics & Data Science,Bayesian Statistics,high,toolsgenie,0.958245814380511,true,true,697.089591,199234.0,27221.0
b-11-5,Biostatistics & Data Science,Bayesian Statistics,high,biomni,0.3683690818039985,false,true,150.415633,89588.0,7539.0
b-11-5,Biostatistics & Data Science,Bayesian Statistics,high,stella,0.4567064278467308,false,true,257.392472,990816.0,68878.0
b-11-5,Biostatistics & Data Science,Bayesian Statistics,high,toolsgenie,0.7272772543743491,true,true,407.956238,135402.0,21457.0
b-12-1,Biostatistics & Data Science,Longitudinal Analysis,medium,biomni,1.0,true,true,63.255754,39703.0,2862.0
b-12-1,Biostatistics & Data Science,Longitudinal Analysis,medium,stella,1.0,true,true,48.25707,40463.0,3536.0
b-12-1,Biostatistics & Data Science,Longitudinal Analysis,medium,toolsgenie,0.9999999999999971,true,true,49.960066,23848.0,2648.0
b-12-2,Biostatistics & Data Science,Longitudinal Analysis,high,biomni,0.946144126075188,true,true,180.540785,164374.0,10309.0
b-12-2,Biostatistics & Data Science,Longitudinal Analysis,high,stella,0.0,false,false,106.283533,334058.0,23169.0
b-12-2,Biostatistics & Data Science,Longitudinal Analysis,high,toolsgenie,0.9572755996786629,true,true,93.318811,41800.0,4919.0
b-12-3,Biostatistics & Data Science,Longitudinal Analysis,high,biomni,1.0,true,true,69.458387,46633.0,3103.0
b-12-3,Biostatistics & Data Science,Longitudinal Analysis,high,stella,1.0,true,true,79.29925,96340.0,10573.0
b-12-3,Biostatistics & Data Science,Longitudinal Analysis,high,toolsgenie,0.9999999999999994,true,true,96.985046,53455.0,4934.0
b-12-4,Biostatistics & Data Science,Longitudinal Analysis,high,biomni,0.0,false,true,84.659086,48783.0,3785.0
b-12-4,Biostatistics & Data Science,Longitudinal Analysis,high,stella,1.0,true,true,73.85749,263267.0,10339.0
b-12-4,Biostatistics & Data Science,Longitudinal Analysis,high,toolsgenie,1.0,true,true,67.107367,31407.0,3436.0
b-12-5,Biostatistics & Data Science,Longitudinal Analysis,medium,biomni,0.9409830056250535,true,true,61.846802,36178.0,2921.0
b-12-5,Biostatistics & Data Science,Longitudinal Analysis,medium,stella,1.0,true,true,54.043181,123104.0,8173.0
b-12-5,Biostatistics & Data Science,Longitudinal Analysis,medium,toolsgenie,0.9999999999999994,true,true,79.08097,38630.0,4451.0
b-2-1,Biostatistics & Data Science,Data Wrangling & Processing,low,biomni,1.0,true,true,47.637466,30206.0,1919.0
b-2-1,Biostatistics & Data Science,Data Wrangling & Processing,low,stella,1.0,true,true,53.438824,107269.0,6309.0
b-2-1,Biostatistics & Data Science,Data Wrangling & Processing,low,toolsgenie,1.0,true,true,73.662162,43389.0,3843.0
b-2-10,Biostatistics & Data Science,Data Wrangling & Processing,medium,biomni,0.9381349127934585,true,true,66.055523,44640.0,2913.0
b-2-10,Biostatistics & Data Science,Data Wrangling & Processing,medium,stella,0.0,false,false,47.037216,47044.0,4518.0
b-2-10,Biostatistics & Data Science,Data Wrangling & Processing,medium,toolsgenie,0.9381349127934585,true,true,135.313187,27453.0,2812.0
b-2-11,Biostatistics & Data Science,Data Wrangling & Processing,medium,biomni,0.9997817327429555,true,true,73.667778,44549.0,3001.0
b-2-11,Biostatistics & Data Science,Data Wrangling & Processing,medium,stella,0.9691395407732732,true,true,63.446102,194074.0,12517.0
b-2-11,Biostatistics & Data Science,Data Wrangling & Processing,medium,toolsgenie,0.9969695086277564,true,true,331.464612,80227.0,7752.0
b-2-12,Biostatistics & Data Science,Data Wrangling & Processing,low,biomni,1.0,true,true,59.442563,34779.0,2286.0
b-2-12,Biostatistics & Data Science,Data Wrangling & Processing,low,stella,1.0,true,true,70.65206,347069.0,10214.0
b-2-12,Biostatistics & Data Science,Data Wrangling & Processing,low,toolsgenie,0.9642857142857143,true,true,154.30965,31631.0,3118.0
b-2-13,Biostatistics & Data Science,Data Wrangling & Processing,medium,biomni,0.4912173420703547,false,true,83.470818,47739.0,3785.0
b-2-13,Biostatistics & Data Science,Data Wrangling & Processing,medium,stella,1.0,true,true,105.082167,304435.0,14503.0
b-2-13,Biostatistics & Data Science,Data Wrangling & Processing,medium,toolsgenie,0.4912173420703547,false,true,235.183392,47391.0,5302.0
b-2-14,Biostatistics & Data Science,Data Wrangling & Processing,low,biomni,1.0,true,true,59.448511,40042.0,2751.0
b-2-14,Biostatistics & Data Science,Data Wrangling & Processing,low,stella,1.0,true,true,53.438438,103729.0,7881.0
b-2-14,Biostatistics & Data Science,Data Wrangling & Processing,low,toolsgenie,1.0,true,true,106.484242,27364.0,2790.0
b-2-15,Biostatistics & Data Science,Data Wrangling & Processing,medium,biomni,0.9999999897907378,true,true,66.062578,42667.0,2934.0
b-2-15,Biostatistics & Data Science,Data Wrangling & Processing,medium,stella,1.0,true,true,100.671179,354531.0,18525.0
b-2-15,Biostatistics & Data Science,Data Wrangling & Processing,medium,toolsgenie,1.0,true,true,186.938848,40296.0,4315.0
b-2-2,Biostatistics & Data Science,Data Wrangling & Processing,low,biomni,1.0,true,true,56.251879,39539.0,2424.0
b-2-2,Biostatistics & Data Science,Data Wrangling & Processing,low,stella,1.0,true,true,55.242308,116042.0,6180.0
b-2-2,Biostatistics & Data Science,Data Wrangling & Processing,low,toolsgenie,1.0,true,true,49.445513,25398.0,2809.0
